tourney_date,winner_id,loser_id,winner_name,loser_name,diff_rank,diff_elo_global,diff_elo_surface,diff_avg_aces,diff_avg_dfs,diff_p1_in,diff_p1_won,diff_momentum,diff_h2h,surface_code
2024-01-01,144817,126964,Marc Andrea Huesler,Vitaliy Sachko,-25.0,-52.490333616003,23.844328262513045,4.942857142857143,-0.11428571428571432,-0.04731552083463331,0.11184822480702472,1,0,0
2024-01-01,106281,106398,Liam Broady,Pedro Cachin,-38.0,-5.773656432632379,91.31008385251266,-2.514824797843666,0.1922731356693621,-0.024970849842027354,-0.04448333562797202,-1,0,0
2024-01-01,200325,111575,Emil Ruusuvuori,Karen Khachanov,-54.0,-81.03660627103864,-34.85758580869356,-3.3947333154650234,0.623860895202359,0.014809527860828675,-0.037396684244653255,0,-2,0
2024-01-01,200303,207518,Pavel Kotov,Lorenzo Musetti,-40.0,-49.096733084480775,-29.34305017635529,-0.15735294117647047,0.42205882352941204,0.007021849566098415,-0.006381846404020952,3,0,0
2024-01-01,105138,202103,Roberto Bautista Agut,Francisco Cerundolo,-36.0,-117.87344937147645,-18.830103367118454,0.6478070680326926,-1.5487797858869576,0.011858504823879179,0.0364300738974529,-3,1,0
2024-01-01,124116,105526,Sebastian Ofner,Jan Lennard Struff,-18.0,-59.34179256540574,-7.089868351996756,-3.4080136402387042,-0.43137254901960764,0.007868136930897718,-0.04628689527066965,1,0,0
2024-01-01,209992,122298,Juncheng Shang,Botic Van De Zandschulp,-133.0,-119.65906791969587,-127.68321334836924,-3.2729468599033815,-1.4178743961352653,0.011027621623843409,-0.05231417535785898,-1,0,0
2024-01-01,209950,144817,Arthur Fils,Marc Andrea Huesler,158.0,215.98040309420958,81.3147885936396,-2.005240746806419,0.8031444480838519,0.008225499857299035,0.006358731401634454,5,0,0
2024-01-01,111797,105731,Nicolas Jarry,Steven Diez,295.0,308.5226512267659,88.55851876830752,7.942115768463075,0.7055888223552895,-0.016085448541457215,0.15302307385754976,6,0,0
2024-01-01,105777,208029,Grigor Dimitrov,Holger Rune,-6.0,143.076205378218,155.52513493563652,1.7758223339618686,0.32678608841399504,-0.0010975785042188768,0.025464030176770458,2,0,0
2024-01-01,126774,105731,Stefanos Tsitsipas,Steven Diez,308.0,383.25847002272076,304.3151152757573,5.8030147310722855,0.356286399451867,-0.027026299099317308,0.16351614810637471,7,0,0
2024-01-01,105870,200624,Yannick Hanfmann,Sebastian Korda,-27.0,-185.15753504858594,-298.9621034005636,-2.250206953642384,-0.6633554083885211,0.0095045124141091,-0.027048261720436617,-3,0,0
2024-01-01,105902,200670,James Duckworth,J J Wolf,-63.0,-127.75361526383608,-95.2302328731887,0.2284019280682239,-0.6700037078235077,-0.020501201296922233,-0.009745382093094945,0,0,0
2024-01-01,207686,209414,Alexander Shevchenko,Luca Van Assche,42.0,94.88356368942868,120.29470306387657,0.3797235023041474,-0.6359447004608296,-0.007898683022485198,0.009824429258966871,3,0,0
2024-01-01,208029,126845,Holger Rune,Max Purcell,37.0,272.15926997386805,187.286414730577,-3.2695091459402557,1.1844979602579286,0.024201196885148324,0.0033759801489536834,3,0,0
2024-01-01,105777,127157,Grigor Dimitrov,Daniel Altmaier,42.0,428.5092638849212,468.94220221536784,0.4202059202059205,1.3445945945945947,-0.0020331902983850014,0.05451522353711713,5,2,0
2024-01-01,208014,207830,Rinky Hijikata,Tomas Machac,7.0,-41.18184546775842,-58.22260587552478,-0.9329032258064518,1.3045161290322582,-0.046908682399522394,0.022103477107521585,-1,0,0
2024-01-01,104745,106186,Rafael Nadal,Jason Kubler,-570.0,367.104932195489,301.9013472551544,-2.1101190476190474,-1.23188025210084,0.023289550865251307,0.03368336875316347,1,0,0
2024-01-01,208286,127760,Matteo Arnaldi,Lukas Klein,126.0,181.42287228474493,95.92614222076645,2.1403508771929824,0.7280701754385968,-0.05640629927529628,0.013856828951603117,3,0,0
2024-01-01,126128,200615,Roman Safiullin,Alexei Popyrin,1.0,100.00838163796743,111.31083662802848,-2.9660028606007263,-0.46033667070084716,0.02709198841133864,-0.015828007712014203,3,0,0
2024-01-01,105902,105870,James Duckworth,Yannick Hanfmann,-65.0,-100.7559306792109,28.198047878832995,2.825290633910946,0.7068436060539594,-0.08873149163678618,0.033384258513295184,-1,-2,0
2024-01-01,105777,208014,Grigor Dimitrov,Rinky Hijikata,57.0,348.05307744732,324.43706359125554,2.480769230769231,0.6000000000000001,0.045930089704117494,0.05394230582818127,2,0,0
2024-01-01,111442,104745,Jordan Thompson,Rafael Nadal,617.0,-290.9312336253515,-258.4265530361731,2.6190476190476186,-0.5606349206349206,-0.020146168385896335,-0.02278188511341772,1,-2,0
2024-01-01,126128,208286,Roman Safiullin,Matteo Arnaldi,5.0,48.902266632701185,34.46760827376647,1.113316790736146,-0.0620347394540941,0.04658225175272335,0.036906326508930776,0,0,0
2024-01-01,208029,105902,Holger Rune,James Duckworth,108.0,252.82683280120318,169.63310952189477,-2.7652631578947364,0.9964912280701754,0.06500272164207499,-0.004618409146582292,1,0,0
2024-01-01,105777,111442,Grigor Dimitrov,Jordan Thompson,41.0,294.41403668319526,279.26186149736577,-0.3837668884855816,1.9989110707803994,-0.00132584453685336,0.02892798779826866,3,0,0
2024-01-01,208029,126128,Holger Rune,Roman Safiullin,31.0,67.26188940906991,74.28369284300106,-1.919583727530748,0.19247345737411958,-0.005506112785941708,-0.012611447929284703,0,0,0
2024-01-01,111797,208852,Nicolas Jarry,Stefanos Sakellaridis,397.0,239.71073204087907,96.68924253262526,9.255952380952381,2.5238095238095237,0.6407493128887604,0.7470369116153065,5,0,0
2024-01-01,126128,210097,Roman Safiullin,Ben Shelton,-22.0,-10.510953501814129,-78.7822994288531,-3.9236111111111107,-1.322916666666667,-0.0010133654085515698,-0.027497222894519613,-2,-1,0
2024-01-01,200615,106331,Alexei Popyrin,Christopher Oconnell,28.0,27.040825001240137,-30.449408518162272,1.7972602739726034,1.8277625570776255,-0.023166282239463154,0.020734964168508507,-1,1,0
2024-01-01,208029,207686,Holger Rune,Alexander Shevchenko,40.0,164.20856559489152,110.64372296186161,0.6980994152046787,1.1520467836257309,0.03702628675517272,0.03642440447253281,-1,0,0
2024-01-01,127760,202104,Lukas Klein,Sebastian Baez,-142.0,-212.70366191625658,-66.62420394952323,1.7434782608695651,1.0130434782608697,-0.08904441971647548,0.050821515892420566,-2,0,0
2024-01-01,208286,105916,Matteo Arnaldi,Marton Fucsovics,15.0,-22.661387740783766,-21.128909420059927,1.3312757201646095,-0.1685185185185185,0.0013074149977342353,-0.006118267158703117,1,0,0
2024-01-01,200221,205734,Alejandro Davidovich Fokina,Thiago Seyboth Wild,53.0,225.0157799365502,215.45579301178896,-2.5793226381461674,-0.809269162210339,0.07819996976574162,-0.029763497997609356,0,-1,0
2024-01-01,128034,205734,Hubert Hurkacz,Thiago Seyboth Wild,70.0,376.39756959857755,371.7124131816279,5.904437931756333,-1.0191542809294534,0.042785938699123394,0.07676799823231095,3,0,0
2024-01-01,200221,128034,Alejandro Davidovich Fokina,Hubert Hurkacz,-17.0,-140.91341749389562,-145.26502752993542,-8.436170212765958,0.27304964539007104,0.0364997701194969,-0.104427188060356,-2,1,0
2024-01-01,100644,126774,Alexander Zverev,Stefanos Tsitsipas,-1.0,103.32906670492662,63.48176720367246,1.7339814181919442,1.6891977418293211,0.05224745374866269,-0.013583317455660104,0,-5,0
2024-01-01,134770,105173,Casper Ruud,Adrian Mannarino,11.0,-17.53050009092499,-53.60366227878285,0.044000873352408654,-0.12436078647682747,0.04295690522643858,0.0204715806089103,0,-1,0
2024-01-01,128034,111190,Hubert Hurkacz,Zhizhen Zhang,49.0,174.61782418016787,222.1717967240411,4.63597696636566,0.43606857741133354,-0.008758654663165721,0.04711937277536149,0,1,0
2024-01-01,200282,100644,Alex De Minaur,Alexander Zverev,-5.0,-137.23868600919764,-84.59881536896978,-5.173103308301197,-1.4395128881672417,-0.08180774160019921,-0.04395490877386732,-1,-5,0
2024-01-01,200282,104925,Alex De Minaur,Novak Djokovic,-11.0,-338.54257107431295,-317.7691038841631,-2.5969202102413558,-0.027589783254522438,-0.05372541561636235,-0.05441628287441025,-1,-1,0
2024-01-01,100644,128034,Alexander Zverev,Hubert Hurkacz,2.0,72.29940116836656,39.40627292488284,-2.2819125277983705,1.6386212008895482,0.04395614140010207,-0.012207945326762837,1,2,0
2024-01-01,105777,104918,Grigor Dimitrov,Andy Murray,28.0,307.88191802178085,242.61220123759927,-0.15670358026018683,1.1052574991936348,0.03452311759253823,0.01576049137778368,5,1,0
2024-01-01,127157,111454,Daniel Altmaier,Li Tu,169.0,30.669140908172494,-83.97288394009547,-2.345098039215687,0.20784313725490167,0.04127840930896587,-0.0676292256828801,2,0,0
2024-01-01,208014,106423,Rinky Hijikata,Thanasi Kokkinakis,-6.0,-37.017972504289446,-58.95871964772505,-6.919389978213508,0.5315904139433552,-0.051858815119729784,-0.07731692329089734,1,0,0
2024-01-01,207830,144869,Tomas Machac,Tomas Martin Etcheverry,-48.0,-29.721567804585447,16.752660959492687,-0.9490131578947372,0.09539473684210531,-0.028074684781464243,-0.018902689867935196,0,0,0
2024-01-01,200005,210506,Ugo Humbert,Alex Michelsen,77.0,266.49894160324175,307.1585327419318,2.07363184079602,0.6228855721393036,-0.055544476516904195,0.04218180097382884,4,0,0
2024-01-01,128034,105173,Hubert Hurkacz,Adrian Mannarino,13.0,78.42977249987939,96.49623069085487,6.153008359825739,-0.1473095490403864,0.029651822101816605,0.059871161751581026,1,0,0
2024-01-01,111442,126846,Jordan Thompson,Aleksandar Vukic,7.0,95.63716973317105,47.17918347677505,-2.4388994096023167,-0.12008466079982183,0.028550317230016442,-0.026655567282964476,1,0,0
2024-01-01,104745,106233,Rafael Nadal,Dominic Thiem,-574.0,242.31120819959688,148.79678242149043,-1.4874944476714385,-0.29449550688488735,0.023824571204460243,0.004263798964363352,-2,0,0
2024-01-08,209950,132686,Arthur Fils,Nuno Borges,31.0,174.99848843945142,136.4031010156964,2.7022727272727276,1.1,-0.03732467914144755,0.05975919403718566,2,0,0
2024-01-08,106121,126845,Taro Daniel,Max Purcell,-29.0,21.629725407129854,26.818321362486586,-3.792042440318303,0.27055702917771907,0.009539076991731177,-0.03796962176254459,2,0,0
2024-01-08,124186,202103,Alexandre Muller,Francisco Cerundolo,-57.0,-193.12862155769312,-112.33553917892891,1.288095238095238,-1.2809523809523813,-0.004502505900698339,-0.029170037099586876,-4,0,0
2024-01-08,106148,124116,Roberto Carballes Baena,Sebastian Ofner,-30.0,-110.18147051743472,-172.7919826458783,-4.161077052530352,-0.019593701166005673,0.05816988793516553,-0.05359297565179921,-3,0,0
2024-01-08,210097,106148,Ben Shelton,Roberto Carballes Baena,51.0,148.60315058157562,232.91486115370958,8.113891726251277,1.7583248212461693,0.0017304360512205852,0.09561940836952443,4,0,0
2024-01-08,106121,124186,Taro Daniel,Alexandre Muller,5.0,-7.514105179155649,23.7808265497265,0.15068493150684947,0.6714690599905528,-0.02836714677181018,0.03928425226460264,1,0,0
2024-01-08,126214,209950,Alejandro Tabilo,Arthur Fils,-47.0,-144.85446170890145,-122.18405168395861,-0.7189542483660132,-0.4248366013071898,0.024695927414229213,-0.0510617526644489,-3,0,0
2024-01-08,127157,200000,Daniel Altmaier,Felix Auger Aliassime,-30.0,-216.7023840018162,-332.46616010410435,-3.0838926174496653,-1.5035898236304046,-0.007181596416998004,-0.06867958962527743,-5,0,0
2024-01-08,106121,210097,Taro Daniel,Ben Shelton,-58.0,-159.65415545845303,-134.73376807856835,-6.387755102040816,-2.00765306122449,-0.019834264013566805,-0.0819839483978162,-3,-2,0
2024-01-08,210097,206681,Ben Shelton,Fabian Marozsan,49.0,77.42104633210579,101.3934987312457,5.924812030075188,2.6315789473684212,-0.01882113339390501,0.047916075314599293,0,0,0
2024-01-08,126214,122298,Alejandro Tabilo,Botic Van De Zandschulp,-23.0,-73.6426663469399,-98.9445529414254,-0.5161870503597124,-0.8609573879358052,0.0046703535379160055,-0.02236550425861039,0,0,0
2024-01-08,132686,210506,Nuno Borges,Alex Michelsen,26.0,-33.92764156887779,17.54764975509852,-1.167682926829268,0.0289634146341462,-0.01513566121374843,-0.009191640520754385,1,0,0
2024-01-08,206681,104792,Fabian Marozsan,Gael Monfils,10.0,-190.35641278509365,-219.84045905805897,-3.2385238523852387,-2.156615661566157,0.013326972483619026,-0.015597358432234643,-2,0,0
2024-01-08,106148,105138,Roberto Carballes Baena,Roberto Bautista Agut,-16.0,-92.8430302416723,-179.0041464529511,-0.8853509256964172,1.157282590043282,-0.027038054673690803,-0.03951242471746064,-1,0,0
2024-01-08,124116,133430,Sebastian Ofner,Denis Shapovalov,79.0,-59.468390276758555,-87.57970951440325,-1.4795875420875424,-2.6792929292929295,-0.0205425047511979,-0.04022435427075732,-1,0,0
2024-01-08,124186,126127,Alexandre Muller,Benjamin Bonzi,31.0,-26.04804638181463,-66.8463627553615,-2.595505617977528,-0.393258426966292,0.028418186954772273,-0.08204586852127838,-1,-1,0
2024-01-08,106121,126846,Taro Daniel,Aleksandar Vukic,-11.0,35.988452305040255,48.231891542046924,-4.9701576576576585,0.7111486486486487,0.014209447089503113,-0.059214340032766044,2,1,0
2024-01-08,126845,208485,Max Purcell,Kiranpal Pannu,671.0,-1.6235235017293235,8.782960040207627,7.867924528301887,2.339622641509434,0.6032250183239678,0.7140542729850142,1,0,0
2024-01-08,209950,104755,Arthur Fils,Richard Gasquet,41.0,144.60456391772414,46.43545795510545,1.3315955144599645,0.6529608498917963,0.014169804555744459,0.027928168161194256,5,1,0
2024-01-08,127157,106218,Daniel Altmaier,Marcos Giron,3.0,-62.01546681123364,-159.84539928332174,0.7656141808613768,0.8655310898767485,0.01676100211989706,-0.023156754556044046,0,0,0
2024-01-08,122298,111153,Botic Van De Zandschulp,Christopher Eubanks,-25.0,27.148165460408563,137.52124330591437,-5.590476190476191,0.4409090909090909,-0.05095199497420311,-0.026747144187762917,3,0,0
2024-01-08,126214,127339,Alejandro Tabilo,Borna Gojo,9.0,-49.8277984690485,-67.57876540364009,-4.495754716981133,-0.25660377358490605,-0.019880687159615773,-0.05275062987096346,-1,0,0
2024-01-08,209414,200670,Luca Van Assche,J J Wolf,-33.0,-74.7190498384939,-101.23126345833862,-3.46875,-0.19318181818181834,0.016068715827900926,-0.06169405608476142,-1,-1,0
2024-01-08,126214,106121,Alejandro Tabilo,Taro Daniel,-8.0,7.319899823187825,-9.116331253487488,1.571339796172011,0.22445935868754674,0.024616802992113773,0.01592042755344425,1,0,0
2024-01-08,111815,209414,Cameron Norrie,Luca Van Assche,68.0,112.15990011339704,149.087629092847,0.9752589182968934,-0.1975450709627924,0.0565743827272045,0.030472485086161516,-1,1,0
2024-01-08,208286,126523,Matteo Arnaldi,Bernabe Zapata Miralles,36.0,139.8266607356045,165.04844179948077,3.371018651362984,1.2347202295552364,-0.07177140953969208,0.06474320318582727,3,0,0
2024-01-08,122330,210317,Alexander Bublik,James Mccabe,247.0,138.68366613387298,46.09023742713657,12.420600858369099,6.793991416309013,0.5839646808742573,0.7740339742393131,6,0,0
2024-01-08,208103,200443,Jiri Lehecka,Adam Walton,144.0,106.60152526504544,68.79714916126954,5.2631578947368425,2.294736842105263,0.6474899737242429,0.7016232379325075,2,0,0
2024-01-08,105583,106423,Dusan Lajovic,Thanasi Kokkinakis,16.0,-0.8351453177874646,-28.15062768717803,-7.498771034221971,-1.1181697863490263,0.04229571458425618,-0.0951116898695501,1,0,0
2024-01-08,208103,207733,Jiri Lehecka,Jack Draper,30.0,-113.76367410875991,-119.00143968130624,-3.189980158730159,-0.4598214285714284,0.048259500924541565,-0.06372783922048164,-4,0,0
2024-01-08,207733,122330,Jack Draper,Alexander Bublik,-31.0,61.92907355044099,119.41555013333755,-3.9073183760683765,-4.036324786324786,0.014142754501607846,-0.008804998665559283,-1,1,0
2024-01-08,208103,200624,Jiri Lehecka,Sebastian Korda,-3.0,-77.23516798029505,-104.5138743921068,-1.485892566467716,-0.21134020618556715,0.008667787583406361,-0.013214197076733547,-3,0,0
2024-01-08,207733,126205,Jack Draper,Tommy Paul,-48.0,32.15643971130635,-21.59241991293561,3.498575498575499,0.3650997150997153,-0.015341524503391768,0.058384922365985026,0,1,0
2024-01-08,122330,207518,Alexander Bublik,Lorenzo Musetti,-6.0,19.615825977909026,6.905373325115306,8.885355232051761,4.655393803658081,-0.059180677366201806,0.08134830365377432,3,0,0
2024-01-08,208103,111797,Jiri Lehecka,Nicolas Jarry,-14.0,-75.38550820024807,30.905652670139034,-3.9015819345489673,-0.23336553556333772,0.005523018121365797,-0.044034679371934504,-3,0,0
2024-01-08,126205,106109,Tommy Paul,Alex Bolt,311.0,223.3869281645259,228.31692864831393,-2.3664807179238423,-0.5846471016250301,0.014320589036737164,0.006713553970295827,3,1,0
2024-01-08,207733,200175,Jack Draper,Miomir Kecmanovic,-7.0,149.36034967226033,111.9570139799564,4.391718913270637,0.6926593521421105,-0.01346933103657566,0.07114822578437119,1,0,0
2024-01-08,207518,111442,Lorenzo Musetti,Jordan Thompson,22.0,-26.142685953413547,-50.13377069586704,-3.3734253875968996,0.2853682170542633,0.016666923062715,-0.02305474347297798,-3,0,0
2024-01-08,122330,105554,Alexander Bublik,Daniel Evans,9.0,47.415399566118595,-39.86414526089561,8.336351675566906,4.233650646234811,-0.030345012642497782,0.07011309047555647,2,2,0
2024-01-08,200624,106331,Sebastian Korda,Christopher Oconnell,42.0,185.28208525954346,211.7571986007149,-1.0125419537184248,0.5642995937113584,0.008375390860208887,-0.00921121670351055,2,0,0
2024-01-08,200624,132283,Sebastian Korda,Lorenzo Sonego,17.0,76.7397360020932,100.0830633864432,0.8930142438206952,0.5918516966904062,-0.021765692414022153,-0.008214940155996109,0,-2,0
2024-01-08,132283,105870,Lorenzo Sonego,Yannick Hanfmann,3.0,57.5003302549012,134.4075498216796,1.2589132038357516,0.05884763543971805,0.01136730534357977,0.03378291532792843,0,1,0
2024-01-08,106331,207686,Christopher Oconnell,Alexander Shevchenko,-23.0,-93.8371610960819,-107.26264300919206,3.611531531531532,-0.39135135135135135,0.04019437340153453,0.03905294407190507,-4,0,0
2024-01-08,106331,126239,Christopher Oconnell,Arthur Rinderknech,26.0,15.91383982149273,-19.26309458729679,-1.9221390632544662,-0.46547561564461604,-0.011564060169090173,-0.026508780052243774,0,0,0
2024-01-08,207686,144869,Alexander Shevchenko,Tomas Martin Etcheverry,-18.0,-3.6712830102796943,46.412763535418435,-1.5051264524948733,0.4716336295283665,-0.06503265599595154,-0.00713081459755438,3,0,0
2024-01-08,111442,207680,Jordan Thompson,Facundo Diaz Acosta,46.0,147.09604203160688,72.55991567203091,3.954015544041451,-3.405440414507772,0.021658579148921997,0.03482348153423542,2,0,0
2024-01-08,105554,208014,Daniel Evans,Rinky Hijikata,30.0,12.707916471958015,53.7211219650203,0.06298701298701292,-0.627922077922078,0.034402151576971685,0.010138988215625977,-2,0,0
2024-01-08,200175,111456,Miomir Kecmanovic,Mackenzie Mcdonald,-13.0,-45.97942754285259,-50.30501085519586,-1.1395163822882868,-0.3877106668062389,-0.03232359759881753,0.005534650113112494,-1,0,0
2024-01-08,106109,205734,Alex Bolt,Thiago Seyboth Wild,-247.0,-0.2709269169924937,27.813772680488455,2.0278388278388277,-0.3824175824175824,0.0027365361092772655,0.013908261006533418,-1,0,0
2024-01-08,111797,208286,Nicolas Jarry,Matteo Arnaldi,23.0,73.90702540171333,5.748103564367284,3.842296918767506,-0.8215686274509806,0.05988351809450443,0.051781006419073794,0,1,0
2024-01-08,208103,105583,Jiri Lehecka,Dusan Lajovic,20.0,84.41068922811246,94.205909355514,1.9425428372796798,0.6330920541446858,-0.02832601221995168,0.032067285067990725,1,0,0
2024-01-08,207733,202104,Jack Draper,Sebastian Baez,-36.0,130.5792228638884,228.92123378970746,6.665594441585178,1.026762738033968,-0.12810324023115938,0.12174472945761783,4,1,0
2024-01-15,128034,210150,Hubert Hurkacz,Jakub Mensik,133.0,266.5592943849024,247.73244881589153,11.136363636363637,2.230769230769231,0.634870075440067,0.7631370477950885,3,0,0
2024-01-15,200000,126409,Felix Auger Aliassime,Hugo Grenier,148.0,205.23509331789865,217.36043821424164,2.4169453734671125,0.35340022296544094,-0.01705945405064535,0.06521132592266299,4,0,0
2024-01-15,105777,106423,Grigor Dimitrov,Thanasi Kokkinakis,67.0,361.98991389736307,321.7148091219826,-4.360167824832831,1.0930903369607972,-0.007874219066080879,-0.020689348641929173,6,0,0
2024-01-15,132686,200221,Nuno Borges,Alejandro Davidovich Fokina,-45.0,-235.37161255444676,-212.42721710853402,1.2433862433862433,-0.2089947089947093,-0.021381308749489403,0.022441573545227467,-1,0,0
2024-01-15,106421,200325,Daniil Medvedev,Emil Ruusuvuori,50.0,246.0893182532452,237.7220678235717,3.8790881657287333,0.4667645379659082,-0.034669600637904696,0.06320382233914845,-1,2,0
2024-01-15,126205,207733,Tommy Paul,Jack Draper,41.0,-74.04461915682964,-23.390727480375972,-3.405288720992985,-0.3801942795466813,0.017429903698420124,-0.05979508373586673,-1,-2,0
2024-01-15,210506,208103,Alex Michelsen,Jiri Lehecka,-68.0,-215.3490527985739,-223.01697304789354,-0.46882352941176464,-0.1135294117647061,0.02068511198945977,-0.008783163943269945,-2,0,0
